run_id,item_id,participant_id,condition_id,cell_id,referent_status,pro_form_pattern,audience_or_evaluator,norm_centre,task_prompt,speaker_identity,raw_response,reference_success,reference_confidence,feature_fit_score,acceptability_score,attribution_label,sanction_label,norm_orientation_label,counts_as_prediction_evidence,exclusion_reason,notes
audience-reference-structured-critic-simulation,aud-pol-001,simulation-001,aud-pol-001::reference_identification,policy-or-identity-framing,known_human,policy_specified,ordinary_interlocutor,descriptive_usage,reference_resolution,unmarked,Morgan,yes,7,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-001,simulation-001,aud-pol-001::feature_personhood_fit,policy-or-identity-framing,known_human,policy_specified,ordinary_interlocutor,descriptive_usage,feature_fit,unmarked,6,,,6,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-001,simulation-001,aud-pol-001::reported_acceptability,policy-or-identity-framing,known_human,policy_specified,ordinary_interlocutor,descriptive_usage,naturalness,unmarked,6,,,,6,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-001,simulation-001,aud-pol-001::grammaticality_attribution,policy-or-identity-framing,known_human,policy_specified,ordinary_interlocutor,descriptive_usage,grammaticality_attribution,unmarked,no_problem,,,,,no_problem,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-001,simulation-001,aud-pol-001::social_sanction,policy-or-identity-framing,known_human,policy_specified,ordinary_interlocutor,descriptive_usage,respect_social_sanction,unmarked,leave_alone,,,,,,leave_alone,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-001,simulation-001,aud-pol-001::norm_orientation,policy-or-identity-framing,known_human,policy_specified,ordinary_interlocutor,descriptive_usage,policy_compliance,unmarked,ordinary_conversation,,,,,,,ordinary_conversation,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-002,simulation-001,aud-pol-002::reference_identification,policy-or-identity-framing,known_human,policy_specified,teacher_editor,school_standard,reference_resolution,unmarked,Morgan,yes,7,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-002,simulation-001,aud-pol-002::feature_personhood_fit,policy-or-identity-framing,known_human,policy_specified,teacher_editor,school_standard,feature_fit,unmarked,5,,,5,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-002,simulation-001,aud-pol-002::reported_acceptability,policy-or-identity-framing,known_human,policy_specified,teacher_editor,school_standard,naturalness,unmarked,4,,,,4,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-002,simulation-001,aud-pol-002::grammaticality_attribution,policy-or-identity-framing,known_human,policy_specified,teacher_editor,school_standard,grammaticality_attribution,unmarked,grammar_error,,,,,grammar_error,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-002,simulation-001,aud-pol-002::social_sanction,policy-or-identity-framing,known_human,policy_specified,teacher_editor,school_standard,respect_social_sanction,unmarked,depends,,,,,,depends,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-002,simulation-001,aud-pol-002::norm_orientation,policy-or-identity-framing,known_human,policy_specified,teacher_editor,school_standard,policy_compliance,unmarked,school_correctness,,,,,,,school_correctness,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-003,simulation-001,aud-pol-003::reference_identification,policy-or-identity-framing,known_human,policy_specified,institution_policy_officer,institutional_policy,reference_resolution,institutional_representative,Morgan,yes,7,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-003,simulation-001,aud-pol-003::feature_personhood_fit,policy-or-identity-framing,known_human,policy_specified,institution_policy_officer,institutional_policy,feature_fit,institutional_representative,7,,,7,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-003,simulation-001,aud-pol-003::reported_acceptability,policy-or-identity-framing,known_human,policy_specified,institution_policy_officer,institutional_policy,naturalness,institutional_representative,7,,,,7,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-003,simulation-001,aud-pol-003::grammaticality_attribution,policy-or-identity-framing,known_human,policy_specified,institution_policy_officer,institutional_policy,grammaticality_attribution,institutional_representative,no_problem,,,,,no_problem,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-003,simulation-001,aud-pol-003::social_sanction,policy-or-identity-framing,known_human,policy_specified,institution_policy_officer,institutional_policy,respect_social_sanction,institutional_representative,leave_alone,,,,,,leave_alone,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pol-003,simulation-001,aud-pol-003::norm_orientation,policy-or-identity-framing,known_human,policy_specified,institution_policy_officer,institutional_policy,policy_compliance,institutional_representative,workplace_policy,,,,,,,workplace_policy,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-001,simulation-001,aud-amb-001::reference_identification,policy-or-identity-framing,unknown_human,ambiguous,ordinary_interlocutor,descriptive_usage,reference_resolution,unmarked,ambiguous,ambiguous,3,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-001,simulation-001,aud-amb-001::feature_personhood_fit,policy-or-identity-framing,unknown_human,ambiguous,ordinary_interlocutor,descriptive_usage,feature_fit,unmarked,5,,,5,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-001,simulation-001,aud-amb-001::reported_acceptability,policy-or-identity-framing,unknown_human,ambiguous,ordinary_interlocutor,descriptive_usage,naturalness,unmarked,4,,,,4,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-001,simulation-001,aud-amb-001::grammaticality_attribution,policy-or-identity-framing,unknown_human,ambiguous,ordinary_interlocutor,descriptive_usage,grammaticality_attribution,unmarked,reference_ambiguity,,,,,reference_ambiguity,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-001,simulation-001,aud-amb-001::social_sanction,policy-or-identity-framing,unknown_human,ambiguous,ordinary_interlocutor,descriptive_usage,respect_social_sanction,unmarked,depends,,,,,,depends,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-001,simulation-001,aud-amb-001::norm_orientation,policy-or-identity-framing,unknown_human,ambiguous,ordinary_interlocutor,descriptive_usage,policy_compliance,unmarked,ordinary_conversation,,,,,,,ordinary_conversation,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-002,simulation-001,aud-amb-002::reference_identification,policy-or-identity-framing,unknown_human,ambiguous,institution_policy_officer,institutional_policy,reference_resolution,institutional_representative,ambiguous,ambiguous,3,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-002,simulation-001,aud-amb-002::feature_personhood_fit,policy-or-identity-framing,unknown_human,ambiguous,institution_policy_officer,institutional_policy,feature_fit,institutional_representative,5,,,5,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-002,simulation-001,aud-amb-002::reported_acceptability,policy-or-identity-framing,unknown_human,ambiguous,institution_policy_officer,institutional_policy,naturalness,institutional_representative,4,,,,4,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-002,simulation-001,aud-amb-002::grammaticality_attribution,policy-or-identity-framing,unknown_human,ambiguous,institution_policy_officer,institutional_policy,grammaticality_attribution,institutional_representative,reference_ambiguity,,,,,reference_ambiguity,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-002,simulation-001,aud-amb-002::social_sanction,policy-or-identity-framing,unknown_human,ambiguous,institution_policy_officer,institutional_policy,respect_social_sanction,institutional_representative,depends,,,,,,depends,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-amb-002,simulation-001,aud-amb-002::norm_orientation,policy-or-identity-framing,unknown_human,ambiguous,institution_policy_officer,institutional_policy,policy_compliance,institutional_representative,workplace_policy,,,,,,,workplace_policy,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-001,simulation-001,aud-pers-001::reference_identification,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,reference_resolution,unmarked,Luna,yes,7,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-001,simulation-001,aud-pers-001::feature_personhood_fit,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,feature_fit,unmarked,6,,,6,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-001,simulation-001,aud-pers-001::reported_acceptability,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,naturalness,unmarked,6,,,,6,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-001,simulation-001,aud-pers-001::grammaticality_attribution,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,grammaticality_attribution,unmarked,no_problem,,,,,no_problem,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-001,simulation-001,aud-pers-001::social_sanction,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,respect_social_sanction,unmarked,leave_alone,,,,,,leave_alone,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-001,simulation-001,aud-pers-001::norm_orientation,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,policy_compliance,unmarked,ordinary_conversation,,,,,,,ordinary_conversation,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-002,simulation-001,aud-pers-002::reference_identification,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,reference_resolution,unmarked,Luna,yes,7,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-002,simulation-001,aud-pers-002::feature_personhood_fit,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,feature_fit,unmarked,6,,,6,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-002,simulation-001,aud-pers-002::reported_acceptability,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,naturalness,unmarked,6,,,,6,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-002,simulation-001,aud-pers-002::grammaticality_attribution,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,grammaticality_attribution,unmarked,no_problem,,,,,no_problem,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-002,simulation-001,aud-pers-002::social_sanction,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,respect_social_sanction,unmarked,leave_alone,,,,,,leave_alone,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-pers-002,simulation-001,aud-pers-002::norm_orientation,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,policy_compliance,unmarked,ordinary_conversation,,,,,,,ordinary_conversation,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-001,simulation-001,aud-chain-001::reference_identification,personified-referent,personified_nonhuman,chain_switched,ordinary_interlocutor,descriptive_usage,reference_resolution,unmarked,the vessel,yes,5,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-001,simulation-001,aud-chain-001::feature_personhood_fit,personified-referent,personified_nonhuman,chain_switched,ordinary_interlocutor,descriptive_usage,feature_fit,unmarked,4,,,4,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-001,simulation-001,aud-chain-001::reported_acceptability,personified-referent,personified_nonhuman,chain_switched,ordinary_interlocutor,descriptive_usage,naturalness,unmarked,4,,,,4,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-001,simulation-001,aud-chain-001::grammaticality_attribution,personified-referent,personified_nonhuman,chain_switched,ordinary_interlocutor,descriptive_usage,grammaticality_attribution,unmarked,reference_ambiguity,,,,,reference_ambiguity,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-001,simulation-001,aud-chain-001::social_sanction,personified-referent,personified_nonhuman,chain_switched,ordinary_interlocutor,descriptive_usage,respect_social_sanction,unmarked,depends,,,,,,depends,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-001,simulation-001,aud-chain-001::norm_orientation,personified-referent,personified_nonhuman,chain_switched,ordinary_interlocutor,descriptive_usage,policy_compliance,unmarked,ordinary_conversation,,,,,,,ordinary_conversation,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-002,simulation-001,aud-chain-002::reference_identification,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,reference_resolution,unmarked,Amelia/the vessel,yes,7,,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-002,simulation-001,aud-chain-002::feature_personhood_fit,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,feature_fit,unmarked,6,,,6,,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-002,simulation-001,aud-chain-002::reported_acceptability,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,naturalness,unmarked,6,,,,6,,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-002,simulation-001,aud-chain-002::grammaticality_attribution,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,grammaticality_attribution,unmarked,no_problem,,,,,no_problem,,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-002,simulation-001,aud-chain-002::social_sanction,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,respect_social_sanction,unmarked,leave_alone,,,,,,leave_alone,,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
audience-reference-structured-critic-simulation,aud-chain-002,simulation-001,aud-chain-002::norm_orientation,personified-referent,personified_nonhuman,feature_aligned,ordinary_interlocutor,descriptive_usage,policy_compliance,unmarked,ordinary_conversation,,,,,,,ordinary_conversation,no,blank,"simulation-only dry run; not participant, corpus, or critic evidence"
